name;essround;edition;proddate;idno;cntry;dweight;pspwght;pweight;anweight;prob;stratum;psu;netusoft;trstplc;stfeco;stfhlth;happy;sclmeet;inprdsc;sclact;aesfdrk;health;rlgblg;dscrrce;gndr;agea;eisced;eduyrs;hincfel;livpnt;ipgdtim
ESS10e03;10;3.0;08.05.2023;10112;CH;1;1.0489836;0.48352128;0.5072059;0.00042428548;280;3959;3;8;9;8;10;6;3;3;1;1;1;0;1;47;4;12;2;2;2
ESS10e03;10;3.0;08.05.2023;10114;CH;1;0.9256563;0.48352128;0.44757453;0.00042428548;280;3458;5;7;7;6;8;4;3;3;2;2;2;0;1;65;5;9;1;4;1
ESS10e03;10;3.0;08.05.2023;10130;CH;1;1.245084;0.48352128;0.6020246;0.00042428548;280;3263;5;9;9;8;8;6;4;3;1;1;2;0;1;29;7;23;2;1;2
ESS10e03;10;3.0;08.05.2023;10136;CH;1;0.855553;0.48352128;0.41367805;0.00042428548;280;3508;5;5;6;7;9;6;3;1;1;1;2;0;1;40;3;9;8;7;2
ESS10e03;10;3.0;08.05.2023;10146;CH;1;0.7773942;0.48352128;0.37588662;0.00042428548;280;4638;5;8;8;6;8;4;3;3;1;2;2;0;1;55;5;9;1;1;1
ESS10e03;10;3.0;08.05.2023;10149;CH;1;1.0305418;0.48352128;0.49828887;0.00042428548;280;3964;5;9;8;5;7;6;4;1;3;2;1;0;2;18;2;10;1;1;2
ESS10e03;10;3.0;08.05.2023;10156;CH;1;0.855553;0.48352128;0.41367805;0.00042428548;280;4141;5;8;88;9;9;5;3;1;1;1;1;0;1;999;1;7;2;1;2
ESS10e03;10;3.0;08.05.2023;10169;CH;1;0.855553;0.48352128;0.41367805;0.00042428548;280;3305;5;5;6;8;5;3;2;3;1;2;1;0;1;46;7;8;2;1;3
ESS10e03;10;3.0;08.05.2023;10182;CH;1;1.0489836;0.48352128;0.5072059;0.00042428548;280;3377;5;8;9;8;8;6;4;3;1;1;2;0;1;48;7;13;1;1;2
ESS10e03;10;3.0;08.05.2023;10183;CH;1;0.99891967;0.48352128;0.4829989;0.00042428548;280;3809;5;7;8;88;10;6;3;3;1;1;2;0;2;55;6;19;8;2;2
ESS10e03;10;3.0;08.05.2023;10213;CH;1;1.0165597;0.48352128;0.49152824;0.00042428548;280;3901;3;7;7;8;10;6;3;4;1;1;1;0;2;75;3;9;1;4;2
ESS10e03;10;3.0;08.05.2023;10215;CH;1;0.87234604;0.48352128;0.42179787;0.00042428548;280;4589;5;9;9;10;9;6;4;3;2;2;1;0;1;64;7;18;1;4;2
ESS10e03;10;3.0;08.05.2023;10220;CH;1;0.9256563;0.48352128;0.44757453;0.00042428548;280;4474;5;9;8;10;8;7;5;2;2;2;2;0;1;73;3;8;1;4;1
ESS10e03;10;3.0;08.05.2023;10249;CH;1;1.1733779;0.48352128;0.5673532;0.00042428548;280;3640;5;6;7;10;8;6;3;5;1;1;1;0;1;19;2;13;2;1;1
ESS10e03;10;3.0;08.05.2023;10265;CH;1;1.0420448;0.48352128;0.5038508;0.00042428548;280;3799;5;5;7;4;9;5;4;3;1;2;1;0;2;65;4;15;1;4;2
ESS10e03;10;3.0;08.05.2023;10274;CH;1;1.0638218;0.48352128;0.51438046;0.00042428548;280;3876;5;8;5;6;8;3;3;2;2;2;1;0;2;53;3;3;1;1;3
ESS10e03;10;3.0;08.05.2023;10295;CH;1;0.9348052;0.48352128;0.4519982;0.00042428548;280;4245;5;8;7;8;9;7;4;2;1;1;2;0;1;37;5;10;1;1;4
ESS10e03;10;3.0;08.05.2023;10313;CH;1;1.245084;0.48352128;0.6020246;0.00042428548;280;4307;5;7;8;8;7;4;4;2;1;2;2;1;1;33;2;8;2;2;7
ESS10e03;10;3.0;08.05.2023;10314;CH;1;0.8510109;0.48352128;0.4114819;0.00042428548;280;3282;1;9;9;9;9;6;4;4;2;2;1;0;1;83;5;9;1;4;2
ESS10e03;10;3.0;08.05.2023;10318;CH;1;0.9256563;0.48352128;0.44757453;0.00042428548;280;4490;5;9;8;9;8;5;5;4;2;2;1;0;1;73;7;20;1;4;1
ESS10e03;10;3.0;08.05.2023;10364;CH;1;0.8362437;0.48352128;0.4043416;0.00042428548;280;3528;4;8;7;8;5;6;2;4;2;2;2;0;1;60;3;16;3;2;1
ESS10e03;10;3.0;08.05.2023;10401;CH;1;0.9286218;0.48352128;0.4490084;0.00042428548;280;4364;5;10;5;10;10;1;0;1;1;1;2;0;2;69;5;13;3;4;1
ESS10e03;10;3.0;08.05.2023;10427;CH;1;1.1097492;0.48352128;0.53658736;0.00042428548;280;4294;5;8;8;10;9;6;2;4;2;1;2;0;2;38;7;16;2;1;2
ESS10e03;10;3.0;08.05.2023;10434;CH;1;0.8498941;0.48352128;0.41094187;0.00042428548;280;4157;1;6;8;6;10;5;4;3;1;2;1;0;2;70;2;8;1;4;1
ESS10e03;10;3.0;08.05.2023;10439;CH;1;1.0489836;0.48352128;0.5072059;0.00042428548;280;4542;5;7;7;9;10;4;4;3;2;2;2;0;1;40;3;10;2;1;1
ESS10e03;10;3.0;08.05.2023;10442;CH;1;0.855553;0.48352128;0.41367805;0.00042428548;280;4227;5;8;7;88;1;2;4;1;1;2;2;0;1;38;5;15;1;1;3
ESS10e03;10;3.0;08.05.2023;10445;CH;1;1.0638218;0.48352128;0.51438046;0.00042428548;280;3741;5;10;8;8;10;5;2;3;1;1;1;0;2;45;7;25;3;1;5
ESS10e03;10;3.0;08.05.2023;10454;CH;1;1.0638218;0.48352128;0.51438046;0.00042428548;280;3772;5;10;8;10;10;5;0;3;1;1;1;0;2;47;2;9;3;7;3
ESS10e03;10;3.0;08.05.2023;10460;CH;1;0.8498941;0.48352128;0.41094187;0.00042428548;280;3445;5;7;8;8;9;5;2;3;2;2;1;0;2;56;3;9;1;2;1
ESS10e03;10;3.0;08.05.2023;10466;CH;1;1.0638218;0.48352128;0.51438046;0.00042428548;280;3919;4;10;7;7;8;7;1;3;2;2;1;0;2;45;1;0;3;4;4
ESS10e03;10;3.0;08.05.2023;10482;CH;1;0.9570092;0.48352128;0.4627343;0.00042428548;280;3734;5;8;10;7;9;2;4;2;1;1;2;0;1;22;3;11;1;1;5
ESS10e03;10;3.0;08.05.2023;10484;CH;1;1.1281313;0.48352128;0.5454755;0.00042428548;280;4034;5;8;8;8;8;4;4;3;1;1;1;0;2;21;3;9;1;1;3
ESS10e03;10;3.0;08.05.2023;10486;CH;1;1.0638218;0.48352128;0.51438046;0.00042428548;280;4396;3;7;6;6;7;5;2;2;2;2;2;0;2;51;1;6;4;4;1
ESS10e03;10;3.0;08.05.2023;10488;CH;1;1.0305418;0.48352128;0.49828887;0.00042428548;280;4326;5;5;9;9;9;5;5;4;1;3;1;0;2;28;7;20;1;3;1
ESS10e03;10;3.0;08.05.2023;10491;CH;1;0.9570092;0.48352128;0.4627343;0.00042428548;280;3701;5;6;4;8;10;6;6;3;1;1;1;0;1;17;2;9;8;1;2
ESS10e03;10;3.0;08.05.2023;10504;CH;1;0.7773942;0.48352128;0.37588662;0.00042428548;280;3814;5;8;8;9;8;5;4;2;1;3;2;0;1;63;3;10;2;4;2
ESS10e03;10;3.0;08.05.2023;10526;CH;1;0.7114873;0.48352128;0.34401923;0.00042428548;280;4539;5;7;10;5;6;5;1;2;1;1;1;0;1;60;7;18;1;4;3
ESS10e03;10;3.0;08.05.2023;10529;CH;1;1.0420448;0.48352128;0.5038508;0.00042428548;280;4703;1;9;6;6;8;4;4;3;3;2;2;0;2;87;4;10;1;4;2
ESS10e03;10;3.0;08.05.2023;10542;CH;1;1.0638218;0.48352128;0.51438046;0.00042428548;280;4305;5;2;2;7;7;4;3;1;2;3;2;0;2;35;2;16;4;1;2
ESS10e03;10;3.0;08.05.2023;10546;CH;1;0.8498941;0.48352128;0.41094187;0.00042428548;280;4521;1;8;88;9;8;6;4;1;1;2;1;0;2;80;2;8;1;4;2
ESS10e03;10;3.0;08.05.2023;10561;CH;1;1.0489836;0.48352128;0.5072059;0.00042428548;280;3820;5;8;8;8;9;4;4;4;1;1;1;0;1;52;7;14;1;3;3
ESS10e03;10;3.0;08.05.2023;10579;CH;1;0.8498941;0.48352128;0.41094187;0.00042428548;280;3250;2;9;5;10;9;6;4;3;1;3;1;0;2;87;3;8;2;4;2
ESS10e03;10;3.0;08.05.2023;10586;CH;1;0.9431733;0.48352128;0.45604435;0.00042428548;280;4172;5;6;7;7;8;5;3;4;2;1;2;0;2;26;3;10;1;1;2
ESS10e03;10;3.0;08.05.2023;10603;CH;1;1.1057255;0.48352128;0.5346418;0.00042428548;280;4423;5;8;7;5;9;5;4;2;1;1;2;0;2;71;3;10;1;4;1
ESS10e03;10;3.0;08.05.2023;10626;CH;1;1.1035857;0.48352128;0.5336072;0.00042428548;280;3330;5;8;8;8;10;7;4;3;2;2;1;0;2;41;3;9;1;1;3
ESS10e03;10;3.0;08.05.2023;10640;CH;1;1.0305418;0.48352128;0.49828887;0.00042428548;280;4113;5;7;7;6;7;5;2;2;1;2;2;0;2;29;7;12;1;1;2
ESS10e03;10;3.0;08.05.2023;10674;CH;1;1.0165597;0.48352128;0.49152824;0.00042428548;280;4663;4;9;6;9;9;6;2;3;2;1;1;0;2;70;3;9;1;4;3
ESS10e03;10;3.0;08.05.2023;10680;CH;1;1.1097492;0.48352128;0.53658736;0.00042428548;280;3707;5;7;10;6;9;4;4;1;3;3;2;0;2;53;7;17;2;2;4
ESS10e03;10;3.0;08.05.2023;10687;CH;1;1.0055714;0.48352128;0.48621514;0.00042428548;280;3530;4;7;3;8;6;3;2;1;2;3;1;0;1;46;3;9;3;2;4
ESS10e03;10;3.0;08.05.2023;10699;CH;1;1.1564138;0.48352128;0.5591507;0.00042428548;280;4293;5;8;8;8;8;7;5;3;2;1;1;0;2;34;5;16;3;1;1
ESS10e03;10;3.0;08.05.2023;10703;CH;1;1.0305418;0.48352128;0.49828887;0.00042428548;280;3855;5;5;8;7;10;7;4;2;2;2;1;0;2;21;3;12;1;1;4
ESS10e03;10;3.0;08.05.2023;10716;CH;1;0.8362437;0.48352128;0.4043416;0.00042428548;280;4515;1;8;8;8;10;3;0;4;1;2;1;0;1;72;2;9;2;4;1
ESS10e03;10;3.0;08.05.2023;10735;CH;1;0.9348052;0.48352128;0.4519982;0.00042428548;280;4304;5;8;8;8;8;2;5;2;2;3;2;0;1;37;6;16;1;1;3
ESS10e03;10;3.0;08.05.2023;10745;CH;1;1.0362579;0.48352128;0.50105274;0.00042428548;280;4644;1;6;8;8;8;5;0;2;1;4;1;0;2;75;2;9;1;4;4
ESS10e03;10;3.0;08.05.2023;10780;CH;1;0.9256563;0.48352128;0.44757453;0.00042428548;280;4479;4;7;8;8;9;1;4;2;1;2;1;0;1;79;2;10;1;4;1
ESS10e03;10;3.0;08.05.2023;10799;CH;1;0.8362437;0.48352128;0.4043416;0.00042428548;280;4560;1;10;10;10;10;7;3;3;1;2;1;0;1;76;3;4;3;4;1
ESS10e03;10;3.0;08.05.2023;10802;CH;1;1.0420448;0.48352128;0.5038508;0.00042428548;280;4170;5;6;8;8;8;4;3;3;2;2;1;0;2;68;3;9;1;4;2
ESS10e03;10;3.0;08.05.2023;10814;CH;1;0.9256563;0.48352128;0.44757453;0.00042428548;280;3605;5;9;9;9;9;7;5;2;2;2;2;0;1;75;4;12;1;4;2
ESS10e03;10;3.0;08.05.2023;10819;CH;1;1.0489836;0.48352128;0.5072059;0.00042428548;280;3828;5;8;8;8;8;6;5;3;1;2;2;0;1;49;6;9;2;1;2
ESS10e03;10;3.0;08.05.2023;10831;CH;1;1.1057255;0.48352128;0.5346418;0.00042428548;280;4511;5;4;8;10;10;4;4;3;3;3;1;0;2;76;2;9;2;4;2
ESS10e03;10;3.0;08.05.2023;10884;CH;1;0.9286218;0.48352128;0.4490084;0.00042428548;280;4525;2;7;6;5;8;6;4;4;1;2;2;0;2;57;2;9;1;3;1
ESS10e03;10;3.0;08.05.2023;10892;CH;1;1.227084;0.48352128;0.59332126;0.00042428548;280;4159;5;9;7;7;8;6;3;3;1;1;2;0;2;28;7;20;2;1;2
ESS10e03;10;3.0;08.05.2023;10917;CH;1;1.0489836;0.48352128;0.5072059;0.00042428548;280;3704;5;8;6;7;10;6;3;3;2;1;1;0;1;39;3;9;2;1;2
ESS10e03;10;3.0;08.05.2023;10940;CH;1;1.0431579;0.48352128;0.50438905;0.00042428548;280;4650;5;7;7;9;9;6;3;3;2;1;1;0;1;50;5;9;1;1;4
ESS10e03;10;3.0;08.05.2023;10944;CH;1;1.0055714;0.48352128;0.48621514;0.00042428548;280;4026;5;6;6;7;9;4;3;3;1;2;2;0;1;53;5;12;2;1;2
ESS10e03;10;3.0;08.05.2023;10984;CH;1;0.99891967;0.48352128;0.4829989;0.00042428548;280;4386;2;5;8;9;6;5;4;1;1;4;1;0;2;80;3;12;2;4;1
ESS10e03;10;3.0;08.05.2023;10985;CH;1;1.0420448;0.48352128;0.5038508;0.00042428548;280;4605;5;7;6;8;6;6;4;2;3;3;2;0;2;57;3;10;1;1;3
ESS10e03;10;3.0;08.05.2023;10988;CH;1;1.0826079;0.48352128;0.5234639;0.00042428548;280;4401;5;7;7;7;8;6;4;3;1;1;1;0;2;50;7;13;1;1;3
ESS10e03;10;3.0;08.05.2023;11021;CH;1;1.1564138;0.48352128;0.5591507;0.00042428548;280;3404;5;88;88;88;8;5;2;2;3;1;2;0;2;17;4;10;1;1;1
ESS10e03;10;3.0;08.05.2023;11022;CH;1;1.0456595;0.48352128;0.5055986;0.00042428548;280;4438;4;7;10;9;9;5;4;3;2;1;2;0;1;29;3;9;1;3;1
ESS10e03;10;3.0;08.05.2023;11023;CH;1;1.1097492;0.48352128;0.53658736;0.00042428548;280;4591;5;2;6;6;10;5;2;3;3;1;2;0;2;51;3;9;4;2;1
ESS10e03;10;3.0;08.05.2023;11038;CH;1;0.9570092;0.48352128;0.4627343;0.00042428548;280;3478;5;8;7;7;9;6;4;3;1;1;2;0;1;25;3;9;2;7;2
ESS10e03;10;3.0;08.05.2023;11045;CH;1;1.1085551;0.48352128;0.53600997;0.00042428548;280;4064;5;7;7;9;8;6;4;3;2;2;2;0;2;18;3;12;3;1;1
ESS10e03;10;3.0;08.05.2023;11047;CH;1;0.8362437;0.48352128;0.4043416;0.00042428548;280;3957;5;8;8;9;8;6;4;3;1;2;2;0;1;58;3;9;2;4;2
ESS10e03;10;3.0;08.05.2023;11070;CH;1;0.9570092;0.48352128;0.4627343;0.00042428548;280;3710;5;8;5;8;9;4;4;3;1;3;2;0;1;32;5;13;2;1;2
ESS10e03;10;3.0;08.05.2023;11105;CH;1;0.855553;0.48352128;0.41367805;0.00042428548;280;3411;5;8;7;5;8;6;4;3;1;2;1;0;1;42;3;9;2;1;3
ESS10e03;10;3.0;08.05.2023;11108;CH;1;0.7114873;0.48352128;0.34401923;0.00042428548;280;4670;5;8;7;8;8;6;3;4;1;2;1;0;1;76;5;12;1;4;1
ESS10e03;10;3.0;08.05.2023;11120;CH;1;1.1564138;0.48352128;0.5591507;0.00042428548;280;4314;5;9;9;9;10;6;1;3;1;1;2;0;2;32;4;14;3;1;1
ESS10e03;10;3.0;08.05.2023;11128;CH;1;0.9431733;0.48352128;0.45604435;0.00042428548;280;4239;5;8;88;8;9;7;3;2;1;1;2;0;2;29;5;9;1;1;2
ESS10e03;10;3.0;08.05.2023;11131;CH;1;0.8510109;0.48352128;0.4114819;0.00042428548;280;4029;5;6;8;8;8;3;2;2;1;2;1;0;1;55;3;8;2;1;2
ESS10e03;10;3.0;08.05.2023;11143;CH;1;1.227084;0.48352128;0.59332126;0.00042428548;280;3997;5;9;7;10;10;7;4;3;2;1;1;0;2;20;3;9;1;1;2
ESS10e03;10;3.0;08.05.2023;11160;CH;1;0.9051136;0.48352128;0.43764168;0.00042428548;280;3429;5;9;8;7;8;6;6;5;2;1;1;0;2;49;7;9;1;1;2
ESS10e03;10;3.0;08.05.2023;11164;CH;1;0.9051136;0.48352128;0.43764168;0.00042428548;280;4206;5;10;10;10;10;5;2;1;2;1;2;0;2;46;7;16;1;1;2
ESS10e03;10;3.0;08.05.2023;11174;CH;1;0.8510109;0.48352128;0.4114819;0.00042428548;280;3529;5;8;8;7;9;4;4;4;1;1;1;0;1;67;5;9;1;4;2
ESS10e03;10;3.0;08.05.2023;11218;CH;1;0.9256563;0.48352128;0.44757453;0.00042428548;280;4641;4;7;7;7;5;2;2;3;2;2;1;0;1;88;3;9;2;4;2
ESS10e03;10;3.0;08.05.2023;11220;CH;1;1.1564138;0.48352128;0.5591507;0.00042428548;280;3573;5;7;6;8;6;2;4;3;1;2;2;0;2;22;3;11;2;1;2
ESS10e03;10;3.0;08.05.2023;11222;CH;1;0.7773942;0.48352128;0.37588662;0.00042428548;280;4711;5;9;8;9;8;4;3;2;2;2;1;0;1;66;5;12;1;4;2
ESS10e03;10;3.0;08.05.2023;11225;CH;1;1.1085551;0.48352128;0.53600997;0.00042428548;280;3706;5;3;7;5;6;6;1;3;1;2;1;0;2;21;3;14;3;1;3
ESS10e03;10;3.0;08.05.2023;11227;CH;1;1.1130885;0.48352128;0.538202;0.00042428548;280;4231;5;9;8;5;8;4;3;2;2;1;2;0;1;40;5;9;1;1;3
ESS10e03;10;3.0;08.05.2023;11230;CH;1;0.7773942;0.48352128;0.37588662;0.00042428548;280;4407;1;7;7;8;10;3;2;2;1;3;1;0;1;78;3;9;1;4;2
ESS10e03;10;3.0;08.05.2023;11232;CH;1;1.1085551;0.48352128;0.53600997;0.00042428548;280;4072;5;10;9;10;9;5;6;3;1;1;2;0;2;32;7;19;1;1;2
ESS10e03;10;3.0;08.05.2023;11239;CH;1;0.855553;0.48352128;0.41367805;0.00042428548;280;3991;4;8;8;8;8;4;3;3;2;2;1;0;1;54;3;9;2;2;2
ESS10e03;10;3.0;08.05.2023;11259;CH;1;1.0420448;0.48352128;0.5038508;0.00042428548;280;4667;5;3;2;9;5;4;2;2;2;2;2;0;2;57;3;13;1;1;3
ESS10e03;10;3.0;08.05.2023;11284;CH;1;1.227084;0.48352128;0.59332126;0.00042428548;280;4068;5;6;4;4;7;5;4;2;2;1;1;0;2;30;3;9;2;1;2
ESS10e03;10;3.0;08.05.2023;11300;CH;1;1.0233288;0.48352128;0.49480122;0.00042428548;280;3487;5;6;6;8;8;3;4;3;1;2;1;0;1;53;3;16;2;4;4
ESS10e03;10;3.0;08.05.2023;11302;CH;1;1.0055714;0.48352128;0.48621514;0.00042428548;280;3538;5;9;8;8;9;6;4;3;1;1;2;0;1;46;2;11;2;2;1
ESS10e03;10;3.0;08.05.2023;11323;CH;1;0.98895645;0.48352128;0.47818148;0.00042428548;280;3871;5;9;8;9;8;6;4;3;1;1;2;0;2;52;5;9;1;1;1
ESS10e03;10;3.0;08.05.2023;11350;CH;1;0.87234604;0.48352128;0.42179787;0.00042428548;280;4575;5;8;7;7;8;4;4;2;1;1;1;0;1;69;5;9;1;4;3
ESS10e03;10;3.0;08.05.2023;11365;CH;1;1.1085551;0.48352128;0.53600997;0.00042428548;280;4182;5;8;7;8;6;4;2;3;3;2;1;0;2;26;3;13;1;1;6
ESS10e03;10;3.0;08.05.2023;11372;CH;1;0.855553;0.48352128;0.41367805;0.00042428548;280;4546;5;8;5;7;8;7;4;4;1;2;1;0;1;41;3;9;1;1;2
ESS10e03;10;3.0;08.05.2023;11387;CH;1;1.0638218;0.48352128;0.51438046;0.00042428548;280;3722;5;7;8;9;9;5;3;5;2;2;1;1;2;50;7;20;1;2;2
ESS10e03;10;3.0;08.05.2023;11395;CH;1;0.9256563;0.48352128;0.44757453;0.00042428548;280;4370;5;10;10;10;8;6;4;1;1;1;1;0;1;62;5;13;1;2;1
ESS10e03;10;3.0;08.05.2023;11427;CH;1;0.8362437;0.48352128;0.4043416;0.00042428548;280;4472;5;10;10;10;10;6;4;3;1;1;2;0;1;79;7;15;1;4;2
ESS10e03;10;3.0;08.05.2023;11431;CH;1;1.1097492;0.48352128;0.53658736;0.00042428548;280;4277;4;8;6;4;8;5;4;2;1;2;1;0;2;54;5;14;2;2;2
ESS10e03;10;3.0;08.05.2023;11447;CH;1;1.1085551;0.48352128;0.53600997;0.00042428548;280;4158;5;7;7;9;7;6;4;4;3;2;1;0;2;18;2;12;2;1;1
ESS10e03;10;3.0;08.05.2023;11458;CH;1;0.9570092;0.48352128;0.4627343;0.00042428548;280;3685;5;5;7;7;7;6;2;3;1;1;1;0;1;22;3;9;1;1;3
ESS10e03;10;3.0;08.05.2023;11465;CH;1;1.245084;0.48352128;0.6020246;0.00042428548;280;4189;5;9;10;7;10;6;6;3;1;1;2;0;1;33;5;16;1;2;1
ESS10e03;10;3.0;08.05.2023;11469;CH;1;1.1775675;0.48352128;0.5693789;0.00042428548;280;3711;5;8;6;6;8;6;2;2;2;1;2;0;2;45;7;9;1;1;1
ESS10e03;10;3.0;08.05.2023;11493;CH;1;1.0826079;0.48352128;0.5234639;0.00042428548;280;3798;5;8;8;6;10;7;6;3;1;2;1;0;2;53;7;13;1;3;2
ESS10e03;10;3.0;08.05.2023;11526;CH;1;1.0489836;0.48352128;0.5072059;0.00042428548;280;4014;5;8;9;9;10;3;2;2;2;1;1;0;1;48;3;9;3;1;4
ESS10e03;10;3.0;08.05.2023;11530;CH;1;1.14468;0.48352128;0.55347717;0.00042428548;280;3831;5;8;5;8;6;5;3;2;1;2;1;0;1;20;2;9;1;1;1
ESS10e03;10;3.0;08.05.2023;11537;CH;1;1.1097492;0.48352128;0.53658736;0.00042428548;280;3595;4;10;88;10;10;6;1;3;3;4;1;0;2;49;1;0;2;1;6
ESS10e03;10;3.0;08.05.2023;11541;CH;1;0.7773942;0.48352128;0.37588662;0.00042428548;280;3219;5;8;8;8;8;7;6;1;1;1;1;0;1;70;4;13;1;4;1
ESS10e03;10;3.0;08.05.2023;11565;CH;1;1.0638218;0.48352128;0.51438046;0.00042428548;280;3409;5;9;7;4;9;5;3;3;3;2;2;0;2;53;2;13;1;4;2
ESS10e03;10;3.0;08.05.2023;11570;CH;1;1.0233288;0.48352128;0.49480122;0.00042428548;280;3779;5;8;5;8;8;7;4;3;1;2;2;0;1;54;6;14;1;2;3
ESS10e03;10;3.0;08.05.2023;11582;CH;1;0.7773942;0.48352128;0.37588662;0.00042428548;280;4600;5;8;6;8;8;6;3;2;1;3;1;0;1;66;7;19;2;4;4
ESS10e03;10;3.0;08.05.2023;11588;CH;1;1.1668609;0.48352128;0.5642021;0.00042428548;280;4403;5;7;5;8;7;5;3;2;1;2;2;0;1;28;6;20;2;1;3
ESS10e03;10;3.0;08.05.2023;11597;CH;1;1.0305418;0.48352128;0.49828887;0.00042428548;280;3421;5;88;8;9;8;5;1;4;1;1;2;0;2;16;2;9;2;1;2
ESS10e03;10;3.0;08.05.2023;11598;CH;1;0.7114873;0.48352128;0.34401923;0.00042428548;280;4630;5;7;7;7;8;5;2;2;1;3;1;0;1;68;3;9;2;4;3
ESS10e03;10;3.0;08.05.2023;11602;CH;1;1.1085551;0.48352128;0.53600997;0.00042428548;280;4346;5;7;7;7;6;4;2;2;2;3;1;0;2;28;6;13;3;3;1
ESS10e03;10;3.0;08.05.2023;11604;CH;1;0.8675013;0.48352128;0.41945535;0.00042428548;280;3830;5;9;8;9;7;4;2;2;1;1;1;0;1;55;4;12;3;2;4
ESS10e03;10;3.0;08.05.2023;11611;CH;1;0.99891967;0.48352128;0.4829989;0.00042428548;280;3204;5;8;5;9;9;4;3;2;1;4;2;0;2;82;4;11;1;4;1
ESS10e03;10;3.0;08.05.2023;11612;CH;1;0.98895645;0.48352128;0.47818148;0.00042428548;280;3915;5;7;6;4;9;5;4;4;2;2;1;0;2;38;5;10;2;1;4
ESS10e03;10;3.0;08.05.2023;11614;CH;1;0.9570092;0.48352128;0.4627343;0.00042428548;280;4050;5;8;7;6;8;6;4;3;1;1;1;0;1;31;6;16;1;1;2
ESS10e03;10;3.0;08.05.2023;11633;CH;1;1.1248173;0.48352128;0.5438731;0.00042428548;280;4204;5;7;6;8;9;7;4;4;2;1;2;0;1;24;3;10;4;1;3
ESS10e03;10;3.0;08.05.2023;11637;CH;1;0.8498941;0.48352128;0.41094187;0.00042428548;280;3304;5;9;9;8;8;4;3;3;1;2;1;0;2;62;5;9;2;4;3
